source_page,link_text,href,kind,target,local_exists,status,anchor_ok,notes,public_status
ressources/document-mission-astragale.html,Retour à l'activité Guide enseignant · Activité 1 Trouver l'astragale en classe Un guide pour conduire une enquête anato,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/document-mission-astragale.html,Retour à l'activité,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/document-mission-astragale.html,"Fiche élève classe Imprimer ou enregistrer en PDF Présentation synthétique Public : élèves de 8 à 12 ans, cycle 2. Ouver",activite-01-fiche-eleve-classe.html,internal,ressources/activite-01-fiche-eleve-classe.html,yes,exists,n/a,,200
ressources/document-mission-astragale.html,Ouvrir le corrigé et la grille Sources et appuis,activite-01-corrige-evaluation.html,internal,ressources/activite-01-corrige-evaluation.html,yes,exists,n/a,,200
ressources/document-mission-astragale.html,"NCBI Bookshelf, Anatomy, Bony Pelvis and Lower Limb: Foot Talus : repères anatomiques sur le talus/astragale, ses articu",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/document-mission-astragale.html,"Ünal et al., 2025, Animals , Shape and Size Variations in the Astragalus of Large and Small Bovids : étude ouverte sur l",https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,external,https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,n/a,200,n/a,,n/a
ressources/document-mission-astragale.html,"National Research Council, 2009, Learning Science in Informal Environments : apprentissages scientifiques actifs en envi",https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,external,https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,n/a,200,n/a,,n/a
ressources/document-mission-astragale.html,Plan d'études romand : référence officielle à consulter avant l'ajout de codes PER précis.,https://www.plandetudes.ch/,external,https://www.plandetudes.ch/,n/a,200,n/a,,n/a
ressources/document-musee-ou-est-l-os.html,H Histoires d'os,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/document-musee-ou-est-l-os.html,Retour à l'activité Guide de médiation · Activité 1 Trouver l'astragale au musée Une mission d'observation pour aider le,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/document-musee-ou-est-l-os.html,Retour à l'activité,activite-01-trouver-astragale.html,internal,ressources/activite-01-trouver-astragale.html,yes,exists,n/a,,200
ressources/document-musee-ou-est-l-os.html,"Fiche élève musée Imprimer ou enregistrer en PDF Finalité de l'activité Observer un squelette réel, un modèle ou une pho",activite-01-fiche-eleve-musee.html,internal,ressources/activite-01-fiche-eleve-musee.html,yes,exists,n/a,,200
ressources/document-musee-ou-est-l-os.html,"National Research Council, 2009, Learning Science in Informal Environments : apprentissages actifs, situés et sociaux en",https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,external,https://nap.nationalacademies.org/catalog/12190/learning-science-in-informal-environments-people-places-and-pursuits,n/a,200,n/a,,n/a
ressources/document-musee-ou-est-l-os.html,"CAST, Universal Design for Learning Guidelines : varier les modes d'accès, d'engagement et d'expression.",https://udlguidelines.cast.org/,external,https://udlguidelines.cast.org/,n/a,200,n/a,,n/a
ressources/document-musee-ou-est-l-os.html,"W3C, Web Content Accessibility Guidelines 2.2 : principes d'accessibilité numérique utiles pour les supports de médiatio",https://www.w3.org/TR/WCAG22/,external,https://www.w3.org/TR/WCAG22/,n/a,200,n/a,,n/a
ressources/document-musee-ou-est-l-os.html,"NCBI Bookshelf, Foot Talus : repères anatomiques sur l'astragale/talus et son rôle dans l'articulation du pied.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/document-vrai-prudent-verifier.html,H Histoires d'os,../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/document-vrai-prudent-verifier.html,"Retour aux activités Document pédagogique · Raisonnement critique Vrai, prudent, à vérifier Une activité pour apprendre ",../index.html#activites,internal,index.html,yes,exists,yes,,200
ressources/document-vrai-prudent-verifier.html,Dossier activité 3 Imprimer ou enregistrer en PDF Pourquoi cette activité ? Les élèves connaissent souvent l'expression ,activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/document-vrai-prudent-verifier.html,"Barbara Carè, 2025, From the astragalus to the heel: revisiting the anatomy of Achilles' mythical invulnerability : disc",https://academic.oup.com/bics/article/68/1/1/8101479,external,https://academic.oup.com/bics/article/68/1/1/8101479,n/a,403,n/a,,n/a
ressources/document-vrai-prudent-verifier.html,"van Drie & van Boxtel, 2008, Historical Reasoning: Towards a Framework for Analyzing Students' Reasoning about the Past ",https://link.springer.com/article/10.1007/s10649-007-9098-3,external,https://link.springer.com/article/10.1007/s10649-007-9098-3,n/a,404,n/a,,n/a
ressources/document-vrai-prudent-verifier.html,"Ünal et al., 2025, Animals , Shape and Size Variations in the Astragalus of Large and Small Bovids : exemple de source o",https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,external,https://pmc.ncbi.nlm.nih.gov/articles/PMC11816053/,n/a,200,n/a,,n/a
ressources/document-vrai-prudent-verifier.html,"NCBI Bookshelf, Foot Talus : repère anatomique pour distinguer talus/astragale et talon dans le vocabulaire moderne.",https://www.ncbi.nlm.nih.gov/books/NBK541086/,external,https://www.ncbi.nlm.nih.gov/books/NBK541086/,n/a,200,n/a,,n/a
ressources/recit-achille-astragale.html,H Histoires d'os,../index.html#ressources,internal,index.html,yes,exists,yes,,200
ressources/recit-achille-astragale.html,Retour aux ressources Récit d'ouverture Le petit os d'Achille Une courte histoire pour entrer dans le projet par un myth,../index.html#ressources,internal,index.html,yes,exists,yes,,200
ressources/recit-achille-astragale.html,"Dossier activité 3 Imprimer ou enregistrer en PDF 1 Devant Troie Il y a très longtemps, les poètes racontaient une grand",activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
ressources/recit-achille-astragale.html,"Achille : comment une histoire se transforme-t-elle ? , qui distingue images, textes, vocabulaire et sources.",activite-03-achille-histoire-transformee.html,internal,ressources/activite-03-achille-histoire-transformee.html,yes,exists,n/a,,200
